assessid,stockid,stockid_ra,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes,Id
MARAM-CRLOBSTERSA34-1910-2014-Johnston,CRLOBSTERSA34,NA,DETMCM,MARAM,South Africa,South Africa,South Africa Areas 3-4,4-Mar,West coast rock lobster South Africa Areas 3-4,Jasus lalandii,South African west coast rock lobster,Cape rock lobster,CMF - based on DAFF 2013 WCRL report,south_africa/south_africa_lobster_areas1-8.shp,AREA_NUM,"3, 4",Lamberts Bay and Elands Bay,NA
MARAM-CRLOBSTERSA56-1910-2014-Johnston,CRLOBSTERSA56,NA,DETMCM,MARAM,South Africa,South Africa,South Africa Areas 5-6,6-May,West coast rock lobster South Africa Areas 5-6,Jasus lalandii,South African west coast rock lobster,Cape rock lobster,CMF - based on DAFF 2013 WCRL report,south_africa/south_africa_lobster_areas1-8.shp,AREA_NUM,"5, 6",Saldanha Bay,NA
MARAM-CRLOBSTERSA7-1910-2014-Johnston,CRLOBSTERSA7,NA,DETMCM,MARAM,South Africa,South Africa,South Africa Area 7,7,West coast rock lobster South Africa Area 7,Jasus lalandii,South African west coast rock lobster,Cape rock lobster,CMF - based on DAFF 2013 WCRL report,south_africa/south_africa_lobster_areas1-8.shp,AREA_NUM,7,Dassen Island,NA
MARAM-CRLOBSTERSA8-1910-2014-Johnston,CRLOBSTERSA8,NA,DETMCM,MARAM,South Africa,South Africa,South Africa Area 8,8,West coast rock lobster South Africa Area 8,Jasus lalandii,South African west coast rock lobster,Cape rock lobster,CMF - based on DAFF 2013 WCRL report,south_africa/south_africa_lobster_areas1-8.shp,AREA_NUM,8,Cape Point,NA
MARAM-CTRACSA-1949-2013-Furman,CTRACSA,SAHMACK,DETMCM,MARAM,South Africa,South Africa,South Africa South coast,SASC,Cape horse mackerel South Africa South coast,Trachurus capensis,Cape horse mackerel,NA,South Coast EEZ,south_africa/south_africa_eez_zones.shp,ZONE,South Coast EEZ,NA,NA
MARAM-DEEPCHAKESA-1917-2015-Rademeyer,DEEPCHAKESA,NA,DETMCM,MARAM,South Africa,South Africa,South Africa,SA,Deep-water cape hake South Africa,Merluccius paradoxus,Deep-water cape hake,Deep-water hake,West+South Coast EEZ,south_africa/south_africa_eez_zones.shp,ZONE,West+South Coast EEZ,NA,NA
MARAM-KINGKLIPSA-1986-2012-Brandao,KINGKLIPSA,NA,DETMCM,MARAM,South Africa,South Africa,South Africa,SA,Kingklip South Africa,Genypterus capensis,Kingklip,NA,Entire Coast EEZ,south_africa/eez_south_africa.shp,ZONE,mainland,NA,NA
MARAM-PTOOTHFISHPEI-1960-2015-Brandao,PTOOTHFISHPEI,NA,DETMCM,MARAM,South Africa,South Africa,South Africa Subantarctic Prince Edward Islands,PEI,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,Dissostichus eleginoides,Patagonian toothfish,NA,PEI EEZ,south_africa/eez_south_africa.shp,ZONE,PEI,PEI EEZ,NA
MARAM-SAABALONESA-1951-2015-Brandao,SAABALONESA,NA,DETMCM,MARAM,South Africa,South Africa,South Africa,SA,Abalone South Africa,Haliotis midae,South African abalone,NA,Entire Coast EEZ,south_africa/eez_south_africa.shp,ZONE,mainland,NA,NA
MARAM-SARDSA-1984-2011-deMoor,SARDSA,SAPILCH,DETMCM,MARAM,South Africa,South Africa,South Africa,SA,Sardine South Africa,Sardinops sagax,Sardine,Pacific sardine,Entire Coast EEZ,south_africa/eez_south_africa.shp,ZONE,Entire Coast EEZ,NA,NA
MARAM-SSLOBSTERSASC-1973-2014-Johnston,SSLOBSTERSASC,NA,DETMCM,MARAM,South Africa,South Africa,South Africa South coast,SASC,Southern spiny lobster South Africa South coast,Palinurus gilchristi,Southern spiny lobster,NA,South Coast EEZ,south_africa/south_africa_eez_zones.shp,ZONE,South Coast EEZ,NA,NA
NAFO-SC-AMPL3LNO-1955-2007-BAUM,AMPL3LNO,AMPL3LNO,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Grand Banks,3LNO,American Plaice NAFO-3LNO,Hippoglossoides platessoides,American plaice,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O",NA,NA
NAFO-SC-AMPL3M-1960-2007-BAUM,AMPL3M,AMPL3M,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Flemish Cap,3M,American Plaice NAFO-3M,Hippoglossoides platessoides,American plaice,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3M,NA,NA
NAFO-SC-COD3M-1960-2012-CHING,COD3M,COD3M3,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Flemish Cap,3M,Atlantic cod NAFO 3M,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3M,NA,NA
NAFO-SC-COD3NO-1953-2011-CHING,COD3NO,COD3NO,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Southern Grand Banks,3NO,Atlantic cod NAFO 3NO,Gadus morhua,Atlantic cod,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3N, 3O",NA,NA
NAFO-SC-GHAL01ABCDEF-1987-2006-PREFONTAINE,GHAL01ABCDEF,NA,NAFO,NAFO-SC,North Atlantic,European Union,NAFO divisions 01ABCDEF,01ABCDEF,Greenland halibut NAFO 01ABCDEF,Reinhardtius hippoglossoides,Greenland halibut,Greenland turbot,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"1A, 1B, 1C, 1D, 1E, 1F",NA,NA
NAFO-SC-GHAL23KLMNO-1960-2010-WATSON,GHAL23KLMNO,GHALNAFO23,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Labrador Shelf - Grand Banks,23KLMNO,Greenland halibut NAFO 23KLMNO,Reinhardtius hippoglossoides,Greenland halibut,Greenland turbot,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"2G, 2H, 2J, 3K, 3L, 3M, 3N, 3O",NA,NA
NAFO-SC-REDFISHSPP1-1965-2004-PREFONTAINE,REDFISHSPP1,NA,NAFO,NAFO-SC,North Atlantic,European Union,West Greenland,1,Redfish species NAFO 1,Sebastes spp,Sebastes species,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"1A, 1B, 1C, 1D, 1E, 1F",NA,NA
NAFO-SC-REDFISHSPP3LN-1959-2013-WATSON,REDFISHSPP3LN,NA,NAFO,NAFO-SC,North Atlantic,Canada East Coast,N and SW Grand Banks,3LN,Redfish species NAFO 3LN,Sebastes spp,Sebastes species,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N",NA,NA
NAFO-SC-REDFISHSPP3M-1988-2014-WATSON,REDFISHSPP3M,RED3M2,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Flemish Cap,3M,Redfish species NAFO 3M,Sebastes spp,Sebastes species,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,3M,NA,NA
NAFO-SC-TSKA3LNOPs-1960-2014-OSGOOD,TSKA3LNOPs,NA,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Grand Bank and St Pierre Bank,3LNOPs,Thorny skate NAFO-3LNOPs,Amblyraja radiata,Thorny skate,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O, 3Ps",NA,NA
NAFO-SC-WHAKE3NOPs-1960-2015-OSGOOD,WHAKE3NOPs,NA,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Grand Bank and St. Pierre Bank,3NOPs,White hake Southern Grand Bank and St. Pierre Bank,Urophycis tenuis,White hake,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3N, 3O, 3Ps",NA,NA
NAFO-SC-YELL3LNO-1960-2015-WATSON,YELL3LNO,YELL3LNO,NAFO,NAFO-SC,North Atlantic,Canada East Coast,Grand Banks,3LNO,Yellowtail Flounder NAFO 3LNO,Limanda ferruginea,Yellowtail flounder,NA,NAFO GIS website,canada/nafo/Divisions.shp,ZONE,"3L, 3N, 3O",NA,NA
NEFSC-ACADREDGOMGB-1913-2007-MILLER,ACADREDGOMGB,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,Acadian redfish Gulf of Maine / Georges Bank,Sebastes fasciatus,Acadian redfish,Redfish,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Redfish,All life stages,NA
NEFSC-AMPL5YZ-1960-2010-HIVELY,AMPL5YZ,AMPL5YZ,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,American Plaice NAFO-5YZ,Hippoglossoides platessoides,American plaice,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,American Plaice,All life stages,NA
NEFSC-ATHAL5YZ-1800-2007-COL,ATHAL5YZ,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,Atlantic Halibut NAFO-5YZ,Hippoglossus hippoglossus,Atlantic Halibut,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Atlantic Halibut,All life stages,NA
NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD,BLUEFISHATLC,BLUEFISH,NMFS,NEFSC,USA,US East Coast,Atlantic Coast,ATLC,Bluefish Atlantic Coast,Pomatomus saltatrix,Bluefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Bluefish,All life stages,NA
NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,BSBASSMATLC,NA,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Black sea bass Mid-Atlantic Coast,Centropristis striata,Black sea bass,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Black Sea Bass,All life stages,NA
NEFSC-BSKAT5YZSNE-1963-2005-SOSEBEE,BSKAT5YZSNE,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank-Southern New England,5YZSNE,Barndoor skate Gulf of Marine / Georges Bank-Southern New England,Dipturus laevis,Barndoor skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Barndoor Skate,All life stages,NA
NEFSC-BUTTERGOMCHATT-1965-2012-HIVELY,BUTTERGOMCHATT,BUTTER56,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Cape Hatteras,5YCHATT,Atlantic butterfish Gulf of Maine / Cape Hatteras,Peprilus triacanthus,Atlantic butterfish,butterfish,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Atlantic Butterfish,All life stages,NA
NEFSC-CODGB-1976-2011-CHING,CODGB,COD5Z,NMFS,NEFSC,USA,US East Coast,Georges Bank,5Z,Atlantic cod Georges Bank,Gadus morhua,Atlantic cod,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Atlantic Cod,"All life stages, clipped to GB",NA
NEFSC-CODGOM-1981-2011-CHING,CODGOM,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine,5Y,Atlantic cod Gulf of Maine,Gadus morhua,Atlantic cod,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Atlantic Cod,"All life stages, clipped to GOM",NA
NEFSC-CSKATMATLC-1975-2005-SOSEBEE,CSKATMATLC,NA,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Clearnose skate Mid-Atlantic Coast,Raja eglanteria,Clearnose skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Clearnose Skate,All life stages,NA
NEFSC-HAD5Y-1964-2011-CHING,HAD5Y,HAD5Y,NMFS,NEFSC,USA,US East Coast,Gulf of Maine,5Y,Haddock NAFO-5Y,Melanogrammus aeglefinus,Haddock,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Haddock,"All life stages, clipped to GOM",NA
NEFSC-HERRNWATLC-1964-2011-HIVELY,HERRNWATLC,NA,NMFS,NEFSC,USA,US East Coast,Northwestern Atlantic Coast,NWATLC,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,Herring,Atlantic herring,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Atlantic Herring,All life stages,NA
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,ILLEXNWATLC,NA,NMFS,NEFSC,USA,US East Coast,Northwestern Atlantic Coast,NWATLC,Northern shortfin squid Northwestern Atlantic Coast,Illex illecebrosus,Northern shortfin squid,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Northern Shortfin Squid,All life stages,NA
NEFSC-LSKAT5YCHATT-1968-2006-SOSEBEE,LSKAT5YCHATT,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Cape Hatteras,5YCHATT,Little skate Gulf of Maine / Cape Hatteras,Leucoraja erinacea,Little skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Little Skate,All life stages,NA
NEFSC-MONKGOMNGB-1980-2009-HIVELY,MONKGOMNGB,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Northern Georges Bank,GOMNGB,Monkfish Gulf of Maine / Northern Georges Bank,Lophius americanus,Monkfish,Goosefish,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Monkfish,"All life stages, clipped to nGB/GOM",NA
NEFSC-MONKSGBMATL-1980-2009-HIVELY,MONKSGBMATL,NA,NMFS,NEFSC,USA,US East Coast,Southern Georges Bank / Mid-Atlantic,SGBMATL,Monkfish Southern Georges Bank / Mid-Atlantic,Lophius americanus,Monkfish,Goosefish,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Monkfish,"All life stages, clipped to sGB/SNEMA",NA
NEFSC-OPOUTNWATLC-1962-2008-WIGLEY,OPOUTNWATLC,NA,NMFS,NEFSC,USA,US East Coast,Northwestern Atlantic Coast,NWATLC,Ocean pout Northwestern Atlantic Coast,Zoarces americanus,Ocean pout,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Ocean Pout,All life stages,NA
NEFSC-POLL5YZ-1960-2009-CHING,POLL5YZ,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,Pollock NAFO-5YZ,Pollachius virens,Pollock,Saithe,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Pollock,All life stages,NA
NEFSC-QUAHATLC-1978-2008-CHUTE,QUAHATLC,NA,NMFS,NEFSC,USA,US East Coast,Atlantic Coast,ATLC,Ocean quahog Atlantic Coast,Arctica islandica,Ocean quahog,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Ocean Quahog,All life stages,NA
NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,RDEEPCRABNWATL,NA,NMFS,NEFSC,USA,US East Coast,Northwestern Atlantic,NWATL,Red deepsea crab Northwestern Atlantic,Chaceon quinquedens,Red deepsea crab,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Red Crab,All life stages,NA
NEFSC-RSKATMATLC-1967-2005-SOSEBEE,RSKATMATLC,NA,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Rosette skate Mid-Atlantic Coast,Leucoraja garmani,Rosette skate,Freckled skate,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Rosette Skate,All life stages,NA
NEFSC-SCALL5ZMAB-1964-2013-HIVELY,SCALL5ZMAB,NA,NMFS,NEFSC,USA,US East Coast,Georges Bank and Mid-Atlantic Bight,5ZMAB,Sea scallop Georges Bank and Mid-Atlantic Bight,Placopecten magellanicus,Sea scallop,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Winter Skate,All life stages,NA
NEFSC-SCUPNWATLC-1960-2007-TERCEIRO,SCUPNWATLC,SCUP,NMFS,NEFSC,USA,US East Coast,Northwestern Atlantic Coast,NWATLC,Scup Atlantic Coast,Stenotomus chrysops,Scup,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Scup,All life stages,NA
NEFSC-SDOGATLC-1962-2006-SOSEBEE,SDOGATLC,SDOGNWATL,NMFS,NEFSC,USA,US East Coast,Atlantic Coast,ATLC,Spiny dogfish Atlantic Coast,Squalus acanthias,Spiny dogfish,Picked dogfish,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Spiny Dogfish,All life stages,NA
NEFSC-SFLOUNMATLC-1940-2012-HIVELY,SFLOUNMATLC,SFLOUNDMAB,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Summer flounder Mid-Atlantic Coast,Paralichthys dentatus,Summer flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Summer Flounder,All life stages,NA
NEFSC-SHAKEGOMNGB-1955-2009-CHING,SHAKEGOMNGB,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,Silver hake Gulf of Maine / Northern Georges Bank,Merluccius bilinearis,Silver Hake,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Silver Hake,"All life stages, clipped to nGB/GOM",NA
NEFSC-SHAKESGBMATL-1955-2009-CHING,SHAKESGBMATL,SHAKEMAB,NMFS,NEFSC,USA,US East Coast,Southern Georges Bank / Mid-Atlantic,SGBMATL,Silver hake Southern Georges Bank / Mid-Atlantic,Merluccius bilinearis,Silver Hake,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Silver Hake,"All life stages, clipped to sGB/SNEMA",NA
NEFSC-SSKAT5YZSNE-1963-2005-SOSEBEE,SSKAT5YZSNE,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank-Southern New England,5YZSNE,Smooth skate Gulf of Marine / Georges Bank-Southern New England,Malacoraja senta,Smooth skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Smooth Skate,All life stages,NA
NEFSC-STRIPEDBASSGOMCHATT-1981-2012-HIVELY,STRIPEDBASSGOMCHATT,STRIPEDBASSUSA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Cape Hatteras,5YCHATT,Striped bass Gulf of Maine / Cape Hatteras,Morone saxatilis,Striped bass,NA,Digitized boundary from stock assessment,usa/digitized/striped_bass_erase.shp,ZONE,Digitized boundary from stock assessment,Digitized boundary from stock assessment,NA
NEFSC-SURFMATLC-1965-2008-JACOBSON,SURFMATLC,NA,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Atlantic surfclam Mid-Atlantic Coast,Spisula solidissima,Atlantic surfclam,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Atlantic Surfclam,All life stages,NA
NEFSC-TILEMATLC-1915-2012-HIVELY,TILEMATLC,NA,NMFS,NEFSC,USA,US East Coast,Mid-Atlantic Coast,MATLC,Tilefish Mid-Atlantic Coast,Lopholatilus chamaeleonticeps,Tilefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/mid_atlantic_efh_nad83.shp,SITENAME_L,Golden Tilefish,All life stages,NA
NEFSC-TSKAT5YZSNE-1963-2005-SOSEBEE,TSKAT5YZSNE,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank-Southern New England,5YZSNE,Thorny skate Gulf of Marine / Georges Bank-Southern New England,Amblyraja radiata,Thorny skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Thorny Skate,All life stages,NA
NEFSC-WEAKFISHATLC-1981-2008-STANTON,WEAKFISHATLC,WEAKFISH,NMFS,NEFSC,USA,US East Coast,Atlantic Coast,ATLC,Weakfish Atlantic Coast,Cynoscion regalis,Weakfish,NA,US EEZ East Coast,usa/eez/eez_lr_usa_east_coast.shp,ZONE,US EEZ East Coast,US EEZ East Coast,NA
NEFSC-WHAKEGBGOM-1962-2011-HIVELY,WHAKEGBGOM,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,White hake Georges Bank / Gulf of Maine,Urophycis tenuis,White hake,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,White Hake,All life stages,NA
NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,WINDOWGOMGB,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Georges Bank,5YZ,Windowpane flounder - Gulf of Maine / Georges Bank,Scophthalmus aquosus,Windowpane,Windowpane flounder,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Window Pane Flounder,"All life stages, clipped to GB/GOM",NA
NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,WINDOWSNEMATL,NA,NMFS,NEFSC,USA,US East Coast,Southern New England /Mid Atlantic,SNEMATL,Windowpane Southern New England-Mid Atlantic,Scophthalmus aquosus,Windowpane,Windowpane flounder,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Window Pane Flounder,"All life stages, clipped to SNEMA",NA
NEFSC-WINFLOUN5Z-1964-2011-HIVELY,WINFLOUN5Z,NA,NMFS,NEFSC,USA,US East Coast,Georges Bank,5Z,Winter Flounder NAFO-5Z,Pseudopleuronectes americanus,Winter flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Winter Flounder,"All life stages, clipped to GB",NA
NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE,WINFLOUND5Y,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine,5Y,Winter Flounder NAFO-5Y,Pseudopleuronectes americanus,Winter flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Winter Flounder,"All life stages, clipped to GOM",NA
NEFSC-WINFLOUNSNEMATL-1980-2010-HIVELY,WINFLOUNSNEMATL,NA,NMFS,NEFSC,USA,US East Coast,Southern New England /Mid Atlantic,SNEMATL,Winter Flounder Southern New England-Mid Atlantic,Pseudopleuronectes americanus,Winter flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Winter Flounder,"All life stages, clipped to SNEMA",NA
NEFSC-WITFLOUN5Y-1982-2008-WIGLEY,WITFLOUN5Y,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine,5Y,Witch Flounder NAFO-5Y,Glyptocephalus cynoglossus,Witch flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Witch Flounder,All life stages,NA
NEFSC-WSKAT5YCHATT-1967-2005-SOSEBEE,WSKAT5YCHATT,NA,NMFS,NEFSC,USA,US East Coast,Gulf of Maine / Cape Hatteras,5YCHATT,Winter skate Gulf of Maine / Cape Hatteras,Leucoraja ocellata,Winter skate,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Winter Skate,All life stages,NA
NEFSC-YELLCCODGOM-1935-2008-LEGAULT,YELLCCODGOM,NA,NMFS,NEFSC,USA,US East Coast,Cape Cod / Gulf of Maine,CCOD5Y,Yellowtail flounder Cape Cod / Gulf of Maine,Limanda ferruginea,Yellowtail flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Yellowtail Flounder,"All life stages, clipped to GOM",NA
NEFSC-YELLSNEMATL-1935-2011-HIVELY,YELLSNEMATL,YELLSNE,NMFS,NEFSC,USA,US East Coast,Southern New England /Mid Atlantic,SNEMATL,Yellowtail Flounder Southern New England-Mid Atlantic,Limanda ferruginea,Yellowtail flounder,NA,NOAA EFH GIS Data Inventory,usa/noaa_ne_efh/new_england_efh_nad83.shp,SITENAME_L,Yellowtail Flounder,"All life stages, clipped to SNEMA",NA
NIWA-AUSSALMONNZ-1929-2013-FU,AUSSALMONNZ,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand,NZ,Australian salmon New Zealand,Arripis trutta,Australian salmon,NA,Phil Neubauer,new_zealand/qma/QMA_Kahawai_region.shp,CODE,KAH1,NA,NA
NIWA-BKCDLFENI-1923-2009-CORDUE,BKCDLFENI,NA,MFish,NIWA,New Zealand,New Zealand,East coast of North Island,ENI,Black cardinalfish East coast of North Island,Epigonus telescopus,Black cardinalfish,NA,Phil Neubauer,new_zealand/qma/QMA_Cardinal_fish_region.shp,CODE,"CDL2, CDL3, CDL4",NA,NA
NIWA-BLACKOREOPR-1974-2009-CORDUE,BLACKOREOPR,NA,MFish,NIWA,New Zealand,New Zealand,Pukaki Rise,PR,Black Oreo Pukaki Rise,Allocyttus niger,Black oreo,NA,Phil Neubauer,new_zealand/qma/QMA_Oreo_region.shp,CODE,OEO6 (part),NA,NA
NIWA-DOYSFS-1906-2012-FU,DOYSFS,NA,MFish,NIWA,New Zealand,New Zealand,Foveax Strait,FS,Dredge oyster Foveax Strait,Ostrea chilensis,Dredge oyster,NA,Phil Neubauer,new_zealand/qma/QMA_Dredge_oyster_region.shp,CODE,Digitized from stock assessment,NA,NA
NIWA-GSTRGZRSTA7-1964-2007-CORDUE,GSTRGZRSTA7,NA,MFish,NIWA,New Zealand,New Zealand,NZ Area STA7,STA7,Giant stargazer NZ Area STA7,Kathetostoma giganteum,Giant stargazer,NA,Phil Neubauer,new_zealand/qma/QMA_Stargazer_region.shp,CODE,STA7,NA,NA
NIWA-HOKIENZ-1970-2015-FU,HOKIENZ,NA,MFish,NIWA,New Zealand,New Zealand,Eastern New Zealand,ENZ,Hoki Eastern New Zealand,Macruronus novaezelandiae,Hoki,New Zealand whiptail,Phil Neubauer,new_zealand/qma/QMA_Hoki_region.shp,CODE,HOK1 (part),NA,NA
NIWA-HOKIWNZ-1970-2015-FU,HOKIWNZ,NA,MFish,NIWA,New Zealand,New Zealand,Western New Zealand,WNZ,Hoki Western New Zealand,Macruronus novaezelandiae,Hoki,New Zealand whiptail,Phil Neubauer,new_zealand/qma/QMA_Hoki_region.shp,CODE,HOK1 (part),NA,NA
NIWA-NZLINGLIN3-4-1968-2014-FU,NZLINGLIN3-4,NA,MFish,NIWA,New Zealand,New Zealand,New Zealand Areas LIN 3 and 4,LIN3-4,New Zealand ling New Zealand Areas LIN 3 and 4,Genypterus blacodes,New Zealand ling,NA,Phil Neubauer,new_zealand/qma/QMA_Ling_region.shp,CODE,"LIN3, LIN4",NA,NA
